Borough,District,School,School Name,School Category,Program,Language,Language (Translated),General/Special Education,Special Education Model,School Address,Address,Borough_check,State,Zipcode,schools_language
Brooklyn,19,19K007,P.S. 007 Abraham Lincoln,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"858 JAMAICA AVENUE, BROOKLYN, NY, 11208",858 JAMAICA AVENUE,Brooklyn,NY,11208,14
Brooklyn,19,19K089,P.S. 089 Cypress Hills,K-8,Dual Language,Spanish,Español,General Education,Not Applicable,"265 WARWICK STREET, BROOKLYN, NY, 11207",265 WARWICK STREET,Brooklyn,NY,11207,14
Brooklyn,19,19K089,P.S. 089 Cypress Hills,K-8,Dual Language,Spanish,Español,Special Education,12:1:1,"265 WARWICK STREET, BROOKLYN, NY, 11207",265 WARWICK STREET,Brooklyn,NY,11207,14
Brooklyn,19,19K089,P.S. 089 Cypress Hills,K-8,Dual Language,Spanish,Español,Special Education,ICT,"265 WARWICK STREET, BROOKLYN, NY, 11207",265 WARWICK STREET,Brooklyn,NY,11207,14
Brooklyn,19,19K108,P.S. 108 Sal Abbracciamento,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"200 LINWOOD STREET, BROOKLYN, NY, 11208",200 LINWOOD STREET,Brooklyn,NY,11208,14
Brooklyn,19,19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"528 RIDGEWOOD AVENUE, BROOKLYN, NY, 11208",528 RIDGEWOOD AVENUE,Brooklyn,NY,11208,14
Brooklyn,19,19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"528 RIDGEWOOD AVENUE, BROOKLYN, NY, 11208",528 RIDGEWOOD AVENUE,Brooklyn,NY,11208,14
Brooklyn,19,19K290,P.S. 290 Juan Morel Campos,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"135 SCHENCK AVENUE, BROOKLYN, NY, 11207",135 SCHENCK AVENUE,Brooklyn,NY,11207,14
Brooklyn,19,19K345,P.S. 345 Patrolman Robert Bolden,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"111 BERRIMAN STREET, BROOKLYN, NY, 11208",111 BERRIMAN STREET,Brooklyn,NY,11208,14
Brooklyn,19,19K507,Performing Arts and Technology High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",400 PENNSYLVANIA AVENUE,Brooklyn,NY,11207,14
Brooklyn,19,19K557,Brooklyn Gardens Elementary School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"574 DUMONT AVENUE, BROOKLYN, NY, 11207",574 DUMONT AVENUE,Brooklyn,NY,11207,14
Brooklyn,19,19K583,Multicultural High School,High school,Dual Language,Spanish,Español,General Education,Not Applicable,"999 JAMAICA AVENUE, BROOKLYN, NY, 11208",999 JAMAICA AVENUE,Brooklyn,NY,11208,14
Brooklyn,19,19K583,Multicultural High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"999 JAMAICA AVENUE, BROOKLYN, NY, 11208",999 JAMAICA AVENUE,Brooklyn,NY,11208,14
Brooklyn,19,19K683,School for Classics High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"370 FOUNTAIN AVENUE, BROOKLYN, NY, 11208",370 FOUNTAIN AVENUE,Brooklyn,NY,11208,14
Brooklyn,20,20K176,P.S. 176 Ovington,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1225 69 STREET, BROOKLYN, NY, 11219",1225 69 STREET,Brooklyn,NY,11219,12
Brooklyn,20,20K179,P.S. 179 Kensington,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"202 AVENUE C, BROOKLYN, NY, 11218",202 AVENUE C,Brooklyn,NY,11218,12
Brooklyn,20,20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"4812 9TH AVENUE, BROOKLYN, NY, 11220",4812 9TH AVENUE,Brooklyn,NY,11220,12
Brooklyn,20,20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"4812 9TH AVENUE, BROOKLYN, NY, 11220",4812 9TH AVENUE,Brooklyn,NY,11220,12
Brooklyn,20,20K445,New Utrecht High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1601 80 STREET, BROOKLYN, NY, 11214",1601 80 STREET,Brooklyn,NY,11214,12
Brooklyn,20,20K490,Fort Hamilton High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"8301 SHORE ROAD, BROOKLYN, NY, 11209",8301 SHORE ROAD,Brooklyn,NY,11209,12
Brooklyn,20,20K503,P.S. 503: The School of Discovery,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"330 59 STREET, BROOKLYN, NY, 11220",330 59 STREET,Brooklyn,NY,11220,12
Brooklyn,20,20K503,P.S. 503: The School of Discovery,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"330 59 STREET, BROOKLYN, NY, 11220",330 59 STREET,Brooklyn,NY,11220,12
Brooklyn,20,20K505,Franklin Delano Roosevelt High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"5800 20 AVENUE, BROOKLYN, NY, 11204",5800 20 AVENUE,Brooklyn,NY,11204,12
Brooklyn,20,20K506,P.S. 506: The School of Journalism & Technology,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"330 59 STREET, BROOKLYN, NY, 11220",330 59 STREET,Brooklyn,NY,11220,12
Brooklyn,20,20K939,Sunset School of Cultural Learning,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"270 59 STREET, BROOKLYN, NY, 11220",270 59 STREET,Brooklyn,NY,11220,12
Brooklyn,20,20K939,Sunset School of Cultural Learning,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"270 59 STREET, BROOKLYN, NY, 11220",270 59 STREET,Brooklyn,NY,11220,12
Brooklyn,21,21K090,P.S. 90 Edna Cohen School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"2840 WEST 12 STREET, BROOKLYN, NY, 11224",2840 WEST 12 STREET,Brooklyn,NY,11224,5
Brooklyn,21,21K090,P.S. 90 Edna Cohen School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"2840 WEST 12 STREET, BROOKLYN, NY, 11224",2840 WEST 12 STREET,Brooklyn,NY,11224,5
Brooklyn,21,21K225,P.S. K225 - The Eileen E. Zaglin,K-8,Dual Language,Spanish,Español,General Education,Not Applicable,"1075 OCEAN VIEW AVENUE, BROOKLYN, NY, 11235",1075 OCEAN VIEW AVENUE,Brooklyn,NY,11235,5
Brooklyn,21,21K228,I.S. 228 David A. Boody,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"228 AVENUE S, BROOKLYN, NY, 11223",228 AVENUE S,Brooklyn,NY,11223,5
Brooklyn,21,21K525,Edward R. Murrow High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1600 AVENUE L, BROOKLYN, NY, 11230",1600 AVENUE L,Brooklyn,NY,11230,5
Brooklyn,22,22K139,P.S. 139 Alexine A. Fenty,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"330 RUGBY ROAD, BROOKLYN, NY, 11226",330 RUGBY ROAD,Brooklyn,NY,11226,3
Brooklyn,22,22K139,P.S. 139 Alexine A. Fenty,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"330 RUGBY ROAD, BROOKLYN, NY, 11226",330 RUGBY ROAD,Brooklyn,NY,11226,3
Brooklyn,22,22K315,P.S. K315,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"2310 GLENWOOD ROAD, BROOKLYN, NY, 11210",2310 GLENWOOD ROAD,Brooklyn,NY,11210,3
Brooklyn,23,23K155,P.S./ I.S. 155 Nicholas Herkimer,K-8,Dual Language,Spanish,Español,General Education,Not Applicable,"1355 HERKIMER STREET, BROOKLYN, NY, 11233",1355 HERKIMER STREET,Brooklyn,NY,11233,2
Brooklyn,23,23K401,Christopher Avenue Community School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"51 CHRISTOPHER AVENUE, BROOKLYN, NY, 11212",51 CHRISTOPHER AVENUE,Brooklyn,NY,11212,2
Queens,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"50-40 JACOBUS STREET, QUEENS, NY, 11373",50-40 JACOBUS STREET,Queens,NY,11373,43
Queens,24,24Q007,P.S. 007 Louis F. Simeone,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"80-55 CORNISH AVENUE, QUEENS, NY, 11373",80-55 CORNISH AVENUE,Queens,NY,11373,43
Queens,24,24Q012,P.S. 012 James B. Colgate,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"42-00 72 STREET, QUEENS, NY, 11377",42-00 72 STREET,Queens,NY,11377,43
Queens,24,24Q013,P.S. 013 Clement C. Moore,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"55-01 94 STREET, QUEENS, NY, 11373",55-01 94 STREET,Queens,NY,11373,43
Queens,24,24Q013,P.S. 013 Clement C. Moore,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"55-01 94 STREET, QUEENS, NY, 11373",55-01 94 STREET,Queens,NY,11373,43
Queens,24,24Q014,P.S. 014 Fairview,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"107-01 OTIS AVENUE, QUEENS, NY, 11368",107-01 OTIS AVENUE,Queens,NY,11368,43
Queens,24,24Q014,P.S. 014 Fairview,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"107-01 OTIS AVENUE, QUEENS, NY, 11368",107-01 OTIS AVENUE,Queens,NY,11368,43
Queens,24,24Q014,P.S. 014 Fairview,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"107-01 OTIS AVENUE, QUEENS, NY, 11368",107-01 OTIS AVENUE,Queens,NY,11368,43
Queens,24,24Q014,P.S. 014 Fairview,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"107-01 OTIS AVENUE, QUEENS, NY, 11368",107-01 OTIS AVENUE,Queens,NY,11368,43
Queens,24,24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"41-15 104 STREET, QUEENS, NY, 11368",41-15 104 STREET,Queens,NY,11368,43
Queens,24,24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"41-15 104 STREET, QUEENS, NY, 11368",41-15 104 STREET,Queens,NY,11368,43
Queens,24,24Q019,P.S. 019 Marino Jeantet,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"44-10 99 STREET, QUEENS, NY, 11368",44-10 99 STREET,Queens,NY,11368,43
Queens,24,24Q019,P.S. 019 Marino Jeantet,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"44-10 99 STREET, QUEENS, NY, 11368",44-10 99 STREET,Queens,NY,11368,43
Queens,24,24Q019,P.S. 019 Marino Jeantet,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"44-10 99 STREET, QUEENS, NY, 11368",44-10 99 STREET,Queens,NY,11368,43
Queens,24,24Q019,P.S. 019 Marino Jeantet,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"44-10 99 STREET, QUEENS, NY, 11368",44-10 99 STREET,Queens,NY,11368,43
Queens,24,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,Early Childhood,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"109-10 47 AVENUE, QUEENS, NY, 11368",109-10 47 AVENUE,Queens,NY,11368,43
Queens,24,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,Early Childhood,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"109-10 47 AVENUE, QUEENS, NY, 11368",109-10 47 AVENUE,Queens,NY,11368,43
Queens,24,24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"98-50 50 AVENUE, QUEENS, NY, 11368",98-50 50 AVENUE,Queens,NY,11368,43
Queens,24,24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"98-50 50 AVENUE, QUEENS, NY, 11368",98-50 50 AVENUE,Queens,NY,11368,43
Queens,24,24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"98-50 50 AVENUE, QUEENS, NY, 11368",98-50 50 AVENUE,Queens,NY,11368,43
Queens,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"70-02 54 AVENUE, QUEENS, NY, 11378",70-02 54 AVENUE,Queens,NY,11378,43
Queens,24,24Q077,Joseph F. Quinn Intermediate School 77,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"976 SENECA AVENUE, QUEENS, NY, 11385",976 SENECA AVENUE,Queens,NY,11385,43
Queens,24,24Q088,P.S. 088 Seneca,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"60-85 CATALPA AVENUE, QUEENS, NY, 11385",60-85 CATALPA AVENUE,Queens,NY,11385,43
Queens,24,24Q089,P.S. 89Q: The Jose Peralta School of Dreamers,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"85-28 BRITTON AVENUE, QUEENS, NY, 11373",85-28 BRITTON AVENUE,Queens,NY,11373,43
Queens,24,24Q089,P.S. 89Q: The Jose Peralta School of Dreamers,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"85-28 BRITTON AVENUE, QUEENS, NY, 11373",85-28 BRITTON AVENUE,Queens,NY,11373,43
Queens,24,24Q089,P.S. 89Q: The Jose Peralta School of Dreamers,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"85-28 BRITTON AVENUE, QUEENS, NY, 11373",85-28 BRITTON AVENUE,Queens,NY,11373,43
Queens,24,24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"66-56 FOREST AVENUE, QUEENS, NY, 11385",66-56 FOREST AVENUE,Queens,NY,11385,43
Queens,24,24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"66-56 FOREST AVENUE, QUEENS, NY, 11385",66-56 FOREST AVENUE,Queens,NY,11385,43
Queens,24,24Q110,P.S. 110,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"43-18 97 PLACE, QUEENS, NY, 11368",43-18 97 PLACE,Queens,NY,11368,43
Queens,24,24Q110,P.S. 110,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"43-18 97 PLACE, QUEENS, NY, 11368",43-18 97 PLACE,Queens,NY,11368,43
Queens,24,24Q110,P.S. 110,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"43-18 97 PLACE, QUEENS, NY, 11368",43-18 97 PLACE,Queens,NY,11368,43
Queens,24,24Q143,P.S. 143 Louis Armstrong,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"34-55 112 STREET, QUEENS, NY, 11368",34-55 112 STREET,Queens,NY,11368,43
Queens,24,24Q143,P.S. 143 Louis Armstrong,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"34-55 112 STREET, QUEENS, NY, 11368",34-55 112 STREET,Queens,NY,11368,43
Queens,24,24Q143,P.S. 143 Louis Armstrong,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"34-55 112 STREET, QUEENS, NY, 11368",34-55 112 STREET,Queens,NY,11368,43
Queens,24,24Q211,Elm Tree Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"50-51 98 STREET, QUEENS, NY, 11368",50-51 98 STREET,Queens,NY,11368,43
Queens,24,24Q211,Elm Tree Elementary School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"50-51 98 STREET, QUEENS, NY, 11368",50-51 98 STREET,Queens,NY,11368,43
Queens,24,24Q211,Elm Tree Elementary School,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"50-51 98 STREET, QUEENS, NY, 11368",50-51 98 STREET,Queens,NY,11368,43
Queens,24,24Q311,Corona Arts & Sciences Academy,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"98-11 44 AVENUE, QUEENS, NY, 11368",98-11 44 AVENUE,Queens,NY,11368,43
Queens,24,24Q330,Helen M. Marshall School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"110-08 NORTHERN BOULEVARD, QUEENS, NY, 11368",110-08 NORTHERN BOULEVARD,Queens,NY,11368,43
Queens,24,24Q330,Helen M. Marshall School,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"110-08 NORTHERN BOULEVARD, QUEENS, NY, 11368",110-08 NORTHERN BOULEVARD,Queens,NY,11368,43
Queens,24,24Q419,MS 419,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"111-10 ASTORIA BOULEVARD, QUEENS, NY, 11369",111-10 ASTORIA BOULEVARD,Queens,NY,11369,43
Queens,24,24Q455,Newtown High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"48-01 90 STREET, QUEENS, NY, 11373",48-01 90 STREET,Queens,NY,11373,43
Queens,24,24Q485,Grover Cleveland High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"21-27 HIMROD STREET, QUEENS, NY, 11385",21-27 HIMROD STREET,Queens,NY,11385,43
Queens,25,25Q021,P.S. 021 Edward Hart,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"147-36 26 AVENUE, QUEENS, NY, 11354",147-36 26 AVENUE,Queens,NY,11354,10
Queens,25,25Q021,P.S. 021 Edward Hart,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"147-36 26 AVENUE, QUEENS, NY, 11354",147-36 26 AVENUE,Queens,NY,11354,10
Queens,25,25Q029,P.S. 029 Queens,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"125-10 23 AVENUE, QUEENS, NY, 11356",125-10 23 AVENUE,Queens,NY,11356,10
Queens,25,25Q107,P.S. 107 Thomas A Dooley,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"167-02 45 AVENUE, QUEENS, NY, 11358",167-02 45 AVENUE,Queens,NY,11358,10
Queens,25,25Q120,P.S. 120 Queens,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"58-01 136 STREET, QUEENS, NY, 11355",58-01 136 STREET,Queens,NY,11355,10
Queens,25,25Q129,P.S. 129 Patricia Larkin,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"128-02 7 AVENUE, QUEENS, NY, 11356",128-02 7 AVENUE,Queens,NY,11356,10
Queens,25,25Q129,P.S. 129 Patricia Larkin,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"128-02 7 AVENUE, QUEENS, NY, 11356",128-02 7 AVENUE,Queens,NY,11356,10
Queens,25,25Q425,John Bowne High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"63-25 MAIN STREET, QUEENS, NY, 11367",63-25 MAIN STREET,Queens,NY,11367,10
Queens,25,25Q460,Flushing High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"35-01 UNION STREET, QUEENS, NY, 11354",35-01 UNION STREET,Queens,NY,11354,10
Queens,25,25Q540,Queens Academy High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"138-11 35 AVENUE, QUEENS, NY, 11354",138-11 35 AVENUE,Queens,NY,11354,10
Queens,27,27Q060,P.S. 060 Woodhaven,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"91-02 88 AVENUE, QUEENS, NY, 11421",91-02 88 AVENUE,Queens,NY,11421,10
Queens,27,27Q090,P.S. 090 Horace Mann,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"86-50 109 STREET, QUEENS, NY, 11418",86-50 109 STREET,Queens,NY,11418,10
Queens,27,27Q097,P.S. 097 Forest Park,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"85-52 85 STREET, QUEENS, NY, 11421",85-52 85 STREET,Queens,NY,11421,10
Queens,27,27Q210,J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"93-11 101 AVENUE, QUEENS, NY, 11416",93-11 101 AVENUE,Queens,NY,11416,10
Queens,27,27Q223,P.S. 223 Lyndon B. Johnson,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"125-20 SUTPHIN BOULEVARD, QUEENS, NY, 11434",125-20 SUTPHIN BOULEVARD,Queens,NY,11434,10
Queens,27,27Q253,The Randolph Holder School for Social Justice,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1307 CENTRAL AVENUE, QUEENS, NY, 11691",1307 CENTRAL AVENUE,Queens,NY,11691,10
Queens,27,27Q253,The Randolph Holder School for Social Justice,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"1307 CENTRAL AVENUE, QUEENS, NY, 11691",1307 CENTRAL AVENUE,Queens,NY,11691,10
Queens,27,27Q302,"Queens High School for Information, Research, and Technology",High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"8-21 BAY 25 STREET, QUEENS, NY, 11691",8-21 BAY 25 STREET,Queens,NY,11691,10
Queens,27,27Q480,John Adams High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"101-01 ROCKAWAY BOULEVARD, QUEENS, NY, 11417",101-01 ROCKAWAY BOULEVARD,Queens,NY,11417,10
Queens,27,27Q480,John Adams High School,High school,Transitional Bilingual Education,Spanish,Español,Special Education,15:1,"101-01 ROCKAWAY BOULEVARD, QUEENS, NY, 11417",101-01 ROCKAWAY BOULEVARD,Queens,NY,11417,10
Queens,28,28Q082,P.S. 082 Hammond,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"88-02 144 STREET, QUEENS, NY, 11435",88-02 144 STREET,Queens,NY,11435,7
Queens,28,28Q086,P.S. Q086,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"87-41 PARSONS BOULEVARD, QUEENS, NY, 11432",87-41 PARSONS BOULEVARD,Queens,NY,11432,7
Queens,28,28Q086,P.S. Q086,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"87-41 PARSONS BOULEVARD, QUEENS, NY, 11432",87-41 PARSONS BOULEVARD,Queens,NY,11432,7
Queens,28,28Q160,P.S. 160 Walter Francis Bishop,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"109-59 INWOOD STREET, QUEENS, NY, 11435",109-59 INWOOD STREET,Queens,NY,11435,7
Queens,28,28Q354,The Jermaine L. Green STEM Institute of Queens,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"126-10 BEDELL STREET, QUEENS, NY, 11434",126-10 BEDELL STREET,Queens,NY,11434,7
Queens,28,28Q440,Forest Hills High School,High school,Dual Language,Spanish,Español,General Education,Not Applicable,"67-01 110 STREET, QUEENS, NY, 11375",67-01 110 STREET,Queens,NY,11375,7
Queens,28,28Q505,Hillcrest High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"160-05 HIGHLAND AVENUE, QUEENS, NY, 11432",160-05 HIGHLAND AVENUE,Queens,NY,11432,7
Queens,29,29Q035,P.S. 035 Nathaniel Woodhull,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"191-02 90 AVENUE, QUEENS, NY, 11423",191-02 90 AVENUE,Queens,NY,11423,3
Queens,29,29Q095,P.S. 095 Eastwood,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"179-01 90 AVENUE, QUEENS, NY, 11432",179-01 90 AVENUE,Queens,NY,11432,3
Queens,29,29Q116,P.S./I.S. 116 William C. Hughley,K-8,Dual Language,Spanish,Español,General Education,Not Applicable,"107-25 WREN PLACE, QUEENS, NY, 11433",107-25 WREN PLACE,Queens,NY,11433,3
Queens,30,30Q017,P.S. 017 Henry David Thoreau,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"28-37 29 STREET, QUEENS, NY, 11102",28-37 29 STREET,Queens,NY,11102,32
Queens,30,30Q076,P.S. 076 William Hallet,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"36-36 10 STREET, QUEENS, NY, 11106",36-36 10 STREET,Queens,NY,11106,32
Queens,30,30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"99-01 34 AVENUE, QUEENS, NY, 11368",99-01 34 AVENUE,Queens,NY,11368,32
Queens,30,30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"99-01 34 AVENUE, QUEENS, NY, 11368",99-01 34 AVENUE,Queens,NY,11368,32
Queens,30,30Q112,P.S. 112 Dutch Kills,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"25-05 37 AVENUE, QUEENS, NY, 11101",25-05 37 AVENUE,Queens,NY,11101,32
Queens,30,30Q127,P.S. 127 Aerospace Science Magnet School,K-8,Dual Language,Spanish,Español,General Education,Not Applicable,"98-01 25 AVENUE, QUEENS, NY, 11369",98-01 25 AVENUE,Queens,NY,11369,32
Queens,30,30Q145,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"33-34 80 STREET, QUEENS, NY, 11372",33-34 80 STREET,Queens,NY,11372,32
Queens,30,30Q145,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"33-34 80 STREET, QUEENS, NY, 11372",33-34 80 STREET,Queens,NY,11372,32
Queens,30,30Q148,P.S. 148 Queens,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"89-02 32 AVENUE, QUEENS, NY, 11369",89-02 32 AVENUE,Queens,NY,11369,32
Queens,30,30Q148,P.S. 148 Queens,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"89-02 32 AVENUE, QUEENS, NY, 11369",89-02 32 AVENUE,Queens,NY,11369,32
Queens,30,30Q149,P.S. 149 Christa McAuliffe,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"93-11 34 AVENUE, QUEENS, NY, 11372",93-11 34 AVENUE,Queens,NY,11372,32
Queens,30,30Q149,P.S. 149 Christa McAuliffe,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"93-11 34 AVENUE, QUEENS, NY, 11372",93-11 34 AVENUE,Queens,NY,11372,32
Queens,30,30Q150,P.S. 150 Queens,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"40-01 43 AVENUE, QUEENS, NY, 11104",40-01 43 AVENUE,Queens,NY,11104,32
Queens,30,30Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"33-52 62 STREET, QUEENS, NY, 11377",33-52 62 STREET,Queens,NY,11377,32
